model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
    1143
       5
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources
   0.789333E+14   0.250130E+07   0.120420E+07   0.794709E+13    0.40426350E+04   0.191962E+15   0.352414E+21  -0.521995E-22  -0.562036E+25
   0.789333E+14   0.250130E+07   0.120428E+07   0.784731E+13    0.40425232E+04   0.191047E+15   0.350441E+21  -0.525967E-22  -0.561967E+25
   0.789333E+14   0.250130E+07   0.120436E+07   0.774754E+13    0.40424104E+04   0.190124E+15   0.348489E+21  -0.530010E-22  -0.561645E+25
   0.789333E+14   0.250130E+07   0.120444E+07   0.765278E+13    0.40423024E+04   0.195696E+15   0.346559E+21  -0.533916E-22  -0.561460E+25
   0.789333E+14   0.250130E+07   0.120452E+07   0.755628E+13    0.40421916E+04   0.188332E+15   0.344650E+21  -0.537964E-22  -0.561207E+25
   0.789333E+14   0.250130E+07   0.120460E+07   0.746137E+13    0.40420817E+04   0.187432E+15   0.342761E+21  -0.542017E-22  -0.561034E+25
   0.789333E+14   0.250130E+07   0.120468E+07   0.736645E+13    0.40419709E+04   0.186524E+15   0.340893E+21  -0.546141E-22  -0.560885E+25
   0.789333E+14   0.250130E+07   0.120476E+07   0.727638E+13    0.40418650E+04   0.185655E+15   0.339045E+21  -0.550123E-22  -0.560607E+25
   0.789333E+14   0.250130E+07   0.120484E+07   0.718461E+13    0.40417561E+04   0.184762E+15   0.337218E+21  -0.554251E-22  -0.560327E+25
   0.789333E+14   0.250130E+07   0.120491E+07   0.709432E+13    0.40416482E+04   0.183877E+15   0.335328E+21  -0.558384E-22  -0.560211E+25
   0.789333E+14   0.250130E+07   0.120499E+07   0.700403E+13    0.40415395E+04   0.182983E+15   0.333540E+21  -0.562590E-22  -0.559978E+25
   0.789333E+14   0.250130E+07   0.120507E+07   0.691841E+13    0.40414355E+04   0.182129E+15   0.331770E+21  -0.566648E-22  -0.559811E+25
   0.789333E+14   0.250130E+07   0.120514E+07   0.683114E+13    0.40413287E+04   0.186656E+15   0.330019E+21  -0.570857E-22  -0.559548E+25
   0.789333E+14   0.250130E+07   0.120522E+07   0.674526E+13    0.40412228E+04   0.180380E+15   0.328209E+21  -0.575071E-22  -0.559403E+25
   0.789333E+14   0.250130E+07   0.120530E+07   0.665937E+13    0.40411160E+04   0.184978E+15   0.326418E+21  -0.579360E-22  -0.559117E+25
   0.789333E+14   0.250130E+07   0.120537E+07   0.657798E+13    0.40410141E+04   0.178661E+15   0.324723E+21  -0.583494E-22  -0.559027E+25
   0.789333E+14   0.250130E+07   0.120545E+07   0.649498E+13    0.40409093E+04   0.172752E+15   0.323045E+21  -0.587784E-22  -0.558730E+25
   0.789333E+14   0.250130E+07   0.120552E+07   0.641329E+13    0.40408054E+04   0.176940E+15   0.321310E+21  -0.592080E-22  -0.558555E+25
   0.789333E+14   0.250130E+07   0.120560E+07   0.633160E+13    0.40407007E+04   0.176075E+15   0.319593E+21  -0.596451E-22  -0.558435E+25
   0.789333E+14   0.250130E+07   0.120567E+07   0.625424E+13    0.40406008E+04   0.180775E+15   0.317967E+21  -0.600663E-22  -0.558153E+25
   0.789333E+14   0.250130E+07   0.120575E+07   0.617531E+13    0.40404980E+04   0.169019E+15   0.316286E+21  -0.605034E-22  -0.558063E+25
   0.789333E+14   0.250130E+07   0.120582E+07   0.609760E+13    0.40403961E+04   0.178697E+15   0.314693E+21  -0.609412E-22  -0.557844E+25
   0.789333E+14   0.250130E+07   0.120589E+07   0.601990E+13    0.40402934E+04   0.172705E+15   0.313045E+21  -0.613867E-22  -0.557636E+25
   0.789333E+14   0.250130E+07   0.120597E+07   0.594636E+13    0.40401955E+04   0.171892E+15   0.311415E+21  -0.618155E-22  -0.557431E+25
   0.789333E+14   0.250130E+07   0.120604E+07   0.587130E+13    0.40400948E+04   0.171056E+15   0.309802E+21  -0.622608E-22  -0.557320E+25
   0.789333E+14   0.250130E+07   0.120611E+07   0.579740E+13    0.40399949E+04   0.170225E+15   0.308273E+21  -0.627069E-22  -0.557166E+25
   0.789333E+14   0.250130E+07   0.120618E+07   0.572349E+13    0.40398943E+04   0.169388E+15   0.306692E+21  -0.631607E-22  -0.556997E+25
   0.789333E+14   0.250130E+07   0.120625E+07   0.565359E+13    0.40397984E+04   0.168588E+15   0.305127E+21  -0.635974E-22  -0.556781E+25
   0.789333E+14   0.250130E+07   0.120632E+07   0.558221E+13    0.40396997E+04   0.167765E+15   0.303577E+21  -0.640508E-22  -0.556617E+25
   0.789333E+14   0.250130E+07   0.120640E+07   0.551192E+13    0.40396018E+04   0.171471E+15   0.302043E+21  -0.645052E-22  -0.556402E+25
   0.789333E+14   0.250130E+07   0.120647E+07   0.544162E+13    0.40395032E+04   0.166123E+15   0.300525E+21  -0.649674E-22  -0.556230E+25
   0.789333E+14   0.250130E+07   0.120654E+07   0.537518E+13    0.40394093E+04   0.165336E+15   0.299021E+21  -0.654118E-22  -0.556072E+25
   0.789333E+14   0.250130E+07   0.120661E+07   0.530730E+13    0.40393126E+04   0.164526E+15   0.297533E+21  -0.658735E-22  -0.555907E+25
   0.789333E+14   0.250130E+07   0.120668E+07   0.524045E+13    0.40392167E+04   0.168041E+15   0.296059E+21  -0.663362E-22  -0.555773E+25
   0.789333E+14   0.250130E+07   0.120674E+07   0.517360E+13    0.40391201E+04   0.167581E+15   0.294600E+21  -0.668068E-22  -0.555609E+25
   0.789333E+14   0.250130E+07   0.120681E+07   0.511044E+13    0.40390282E+04   0.162134E+15   0.293154E+21  -0.672591E-22  -0.555403E+25
   0.789333E+14   0.250130E+07   0.120688E+07   0.504589E+13    0.40389335E+04   0.161336E+15   0.291724E+21  -0.677291E-22  -0.555327E+25
   0.789333E+14   0.250130E+07   0.120695E+07   0.498231E+13    0.40388396E+04   0.160543E+15   0.290306E+21  -0.682000E-22  -0.555164E+25
   0.789333E+14   0.250130E+07   0.120702E+07   0.491873E+13    0.40387450E+04   0.159743E+15   0.288902E+21  -0.686791E-22  -0.554951E+25
   0.789333E+14   0.250130E+07   0.120708E+07   0.485869E+13    0.40386551E+04   0.154506E+15   0.287453E+21  -0.691392E-22  -0.554890E+25
   0.789333E+14   0.250130E+07   0.120715E+07   0.479732E+13    0.40385625E+04   0.153424E+15   0.286135E+21  -0.696174E-22  -0.554636E+25
   0.789333E+14   0.250130E+07   0.120722E+07   0.473685E+13    0.40384705E+04   0.157414E+15   0.284713E+21  -0.700967E-22  -0.554503E+25
   0.789333E+14   0.250130E+07   0.120728E+07   0.467638E+13    0.40383779E+04   0.156626E+15   0.283363E+21  -0.705843E-22  -0.554421E+25
   0.789333E+14   0.250130E+07   0.120735E+07   0.461931E+13    0.40382899E+04   0.160069E+15   0.282025E+21  -0.710522E-22  -0.554232E+25
   0.789333E+14   0.250130E+07   0.120742E+07   0.456096E+13    0.40381993E+04   0.155101E+15   0.280700E+21  -0.715387E-22  -0.553995E+25
   0.789333E+14   0.250130E+07   0.120748E+07   0.450345E+13    0.40381093E+04   0.154332E+15   0.279331E+21  -0.720264E-22  -0.553947E+25
   0.789333E+14   0.250130E+07   0.120755E+07   0.444595E+13    0.40380187E+04   0.153555E+15   0.278030E+21  -0.725224E-22  -0.553820E+25
   0.789333E+14   0.250130E+07   0.120761E+07   0.439170E+13    0.40379326E+04   0.152816E+15   0.276742E+21  -0.729982E-22  -0.553654E+25
   0.789333E+14   0.250130E+07   0.120767E+07   0.433621E+13    0.40378439E+04   0.152053E+15   0.275466E+21  -0.734930E-22  -0.553428E+25
   0.789333E+14   0.250130E+07   0.120774E+07   0.428152E+13    0.40377559E+04   0.151295E+15   0.274147E+21  -0.739890E-22  -0.553390E+25
   0.789333E+14   0.250130E+07   0.120780E+07   0.422684E+13    0.40376672E+04   0.146986E+15   0.272894E+21  -0.744934E-22  -0.553415E+25
   0.789333E+14   0.250130E+07   0.120787E+07   0.417527E+13    0.40375830E+04   0.149801E+15   0.271653E+21  -0.749771E-22  -0.553166E+25
   0.789333E+14   0.250130E+07   0.120793E+07   0.412251E+13    0.40374963E+04   0.149049E+15   0.270423E+21  -0.754802E-22  -0.553061E+25
   0.789333E+14   0.250130E+07   0.120799E+07   0.407051E+13    0.40374102E+04   0.148302E+15   0.269151E+21  -0.759845E-22  -0.552938E+25
   0.789333E+14   0.250130E+07   0.120805E+07   0.401851E+13    0.40373234E+04   0.151612E+15   0.267943E+21  -0.764974E-22  -0.552860E+25
   0.789333E+14   0.250130E+07   0.120811E+07   0.396949E+13    0.40372411E+04   0.146829E+15   0.266746E+21  -0.769890E-22  -0.552719E+25
   0.789333E+14   0.250130E+07   0.120818E+07   0.391933E+13    0.40371563E+04   0.146088E+15   0.265560E+21  -0.775004E-22  -0.552483E+25
   0.789333E+14   0.250130E+07   0.120824E+07   0.386988E+13    0.40370721E+04   0.145351E+15   0.264334E+21  -0.780130E-22  -0.552427E+25
   0.789333E+14   0.250130E+07   0.120830E+07   0.382043E+13    0.40369873E+04   0.144607E+15   0.263168E+21  -0.785342E-22  -0.552251E+25
   0.789333E+14   0.250130E+07   0.120836E+07   0.377383E+13    0.40369068E+04   0.143900E+15   0.261964E+21  -0.790337E-22  -0.552147E+25
   0.789333E+14   0.250130E+07   0.120842E+07   0.372614E+13    0.40368239E+04   0.143169E+15   0.260820E+21  -0.795534E-22  -0.552002E+25
   0.789333E+14   0.250130E+07   0.120848E+07   0.367912E+13    0.40367415E+04   0.142442E+15   0.259685E+21  -0.800743E-22  -0.551869E+25
   0.789333E+14   0.250130E+07   0.120854E+07   0.363210E+13    0.40366586E+04   0.141708E+15   0.258512E+21  -0.806039E-22  -0.551772E+25
   0.789333E+14   0.250130E+07   0.120860E+07   0.358780E+13    0.40365799E+04   0.141010E+15   0.257397E+21  -0.811113E-22  -0.551686E+25
   0.789333E+14   0.250130E+07   0.120866E+07   0.354246E+13    0.40364988E+04   0.140290E+15   0.256292E+21  -0.816392E-22  -0.551599E+25
   0.789333E+14   0.250130E+07   0.120871E+07   0.349775E+13    0.40364183E+04   0.139572E+15   0.255196E+21  -0.821684E-22  -0.551405E+25
   0.789333E+14   0.250130E+07   0.120877E+07   0.345305E+13    0.40363373E+04   0.138849E+15   0.254063E+21  -0.827064E-22  -0.551373E+25
   0.789333E+14   0.250130E+07   0.120883E+07   0.341094E+13    0.40362604E+04   0.138160E+15   0.252986E+21  -0.832216E-22  -0.551203E+25
   0.789333E+14   0.250130E+07   0.120889E+07   0.336782E+13    0.40361811E+04   0.137449E+15   0.251919E+21  -0.837577E-22  -0.551119E+25
   0.789333E+14   0.250130E+07   0.120895E+07   0.332532E+13    0.40361024E+04   0.136742E+15   0.250860E+21  -0.842951E-22  -0.550987E+25
   0.789333E+14   0.250130E+07   0.120900E+07   0.328281E+13    0.40360231E+04   0.138893E+15   0.249765E+21  -0.848415E-22  -0.550847E+25
   0.789333E+14   0.250130E+07   0.120906E+07   0.324278E+13    0.40359480E+04   0.135348E+15   0.248724E+21  -0.853645E-22  -0.550772E+25
   0.789333E+14   0.250130E+07   0.120912E+07   0.320179E+13    0.40358705E+04   0.137505E+15   0.247691E+21  -0.859088E-22  -0.550613E+25
   0.789333E+14   0.250130E+07   0.120917E+07   0.316138E+13    0.40357936E+04   0.133948E+15   0.246624E+21  -0.864544E-22  -0.550553E+25
   0.789333E+14   0.250130E+07   0.120923E+07   0.312097E+13    0.40357161E+04   0.133243E+15   0.245609E+21  -0.870090E-22  -0.550407E+25
   0.789333E+14   0.250130E+07   0.120928E+07   0.308291E+13    0.40356426E+04   0.132572E+15   0.244602E+21  -0.875399E-22  -0.550348E+25
   0.789333E+14   0.250130E+07   0.120934E+07   0.304394E+13    0.40355669E+04   0.131879E+15   0.243603E+21  -0.880923E-22  -0.550188E+25
   0.789333E+14   0.250130E+07   0.120939E+07   0.300552E+13    0.40354917E+04   0.131190E+15   0.242613E+21  -0.886460E-22  -0.550157E+25
   0.789333E+14   0.250130E+07   0.120945E+07   0.296710E+13    0.40354160E+04   0.127526E+15   0.241588E+21  -0.892088E-22  -0.549977E+25
   0.789333E+14   0.250130E+07   0.120950E+07   0.293092E+13    0.40353442E+04   0.132597E+15   0.240614E+21  -0.897475E-22  -0.549951E+25
   0.789333E+14   0.250130E+07   0.120956E+07   0.289387E+13    0.40352701E+04   0.129147E+15   0.239647E+21  -0.903080E-22  -0.549775E+25
   0.789333E+14   0.250130E+07   0.120961E+07   0.285735E+13    0.40351966E+04   0.128466E+15   0.238689E+21  -0.908697E-22  -0.549744E+25
   0.789333E+14   0.250130E+07   0.120966E+07   0.282082E+13    0.40351226E+04   0.127778E+15   0.237737E+21  -0.914406E-22  -0.549658E+25
   0.789333E+14   0.250130E+07   0.120972E+07   0.278642E+13    0.40350524E+04   0.127124E+15   0.236794E+21  -0.919871E-22  -0.549531E+25
   0.789333E+14   0.250130E+07   0.120977E+07   0.275120E+13    0.40349801E+04   0.126448E+15   0.235858E+21  -0.925556E-22  -0.549449E+25
   0.789333E+14   0.250130E+07   0.120982E+07   0.271648E+13    0.40349082E+04   0.125776E+15   0.234929E+21  -0.931253E-22  -0.549276E+25
   0.789333E+14   0.250130E+07   0.120987E+07   0.268176E+13    0.40348359E+04   0.125096E+15   0.233968E+21  -0.937043E-22  -0.549209E+25
   0.789333E+14   0.250130E+07   0.120992E+07   0.264906E+13    0.40347673E+04   0.124450E+15   0.233054E+21  -0.942585E-22  -0.549197E+25
   0.789333E+14   0.250130E+07   0.120998E+07   0.261558E+13    0.40346965E+04   0.123782E+15   0.232186E+21  -0.948350E-22  -0.549006E+25
   0.789333E+14   0.250130E+07   0.121003E+07   0.258257E+13    0.40346263E+04   0.123116E+15   0.231285E+21  -0.954125E-22  -0.548971E+25
   0.789333E+14   0.250130E+07   0.121008E+07   0.254956E+13    0.40345555E+04   0.122445E+15   0.230354E+21  -0.959995E-22  -0.548833E+25
   0.789333E+14   0.250130E+07   0.121013E+07   0.251847E+13    0.40344884E+04   0.121806E+15   0.229468E+21  -0.965614E-22  -0.548798E+25
   0.789333E+14   0.250130E+07   0.121018E+07   0.248664E+13    0.40344193E+04   0.121145E+15   0.228626E+21  -0.971457E-22  -0.548749E+25
   0.789333E+14   0.250130E+07   0.121023E+07   0.245526E+13    0.40343506E+04   0.120488E+15   0.227753E+21  -0.977311E-22  -0.548613E+25
   0.789333E+14   0.250130E+07   0.121028E+07   0.242389E+13    0.40342814E+04   0.119823E+15   0.226886E+21  -0.983259E-22  -0.548530E+25
   0.789333E+14   0.250130E+07   0.121033E+07   0.239433E+13    0.40342158E+04   0.119191E+15   0.226027E+21  -0.988954E-22  -0.548427E+25
   0.789333E+14   0.250130E+07   0.121038E+07   0.236407E+13    0.40341482E+04   0.118538E+15   0.225173E+21  -0.994876E-22  -0.548334E+25
   0.789333E+14   0.250130E+07   0.121043E+07   0.233425E+13    0.40340810E+04   0.117887E+15   0.224326E+21  -0.100081E-21  -0.548241E+25
   0.789333E+14   0.250130E+07   0.121048E+07   0.230443E+13    0.40340134E+04   0.117230E+15   0.223486E+21  -0.100683E-21  -0.548221E+25
   0.789333E+14   0.250130E+07   0.121053E+07   0.227632E+13    0.40339492E+04   0.116605E+15   0.222687E+21  -0.101260E-21  -0.548079E+25
   0.789333E+14   0.250130E+07   0.121057E+07   0.224755E+13    0.40338830E+04   0.115958E+15   0.221859E+21  -0.101860E-21  -0.548045E+25
   0.789333E+14   0.250130E+07   0.121062E+07   0.221920E+13    0.40338174E+04   0.115314E+15   0.221037E+21  -0.102461E-21  -0.547926E+25
   0.789333E+14   0.250130E+07   0.121067E+07   0.219086E+13    0.40337512E+04   0.114664E+15   0.220220E+21  -0.103071E-21  -0.547849E+25
   0.789333E+14   0.250130E+07   0.121072E+07   0.216413E+13    0.40336884E+04   0.114044E+15   0.219445E+21  -0.103656E-21  -0.547861E+25
   0.789333E+14   0.250130E+07   0.121076E+07   0.213679E+13    0.40336237E+04   0.113404E+15   0.218675E+21  -0.104263E-21  -0.547771E+25
   0.789333E+14   0.250130E+07   0.121081E+07   0.210985E+13    0.40335594E+04   0.112767E+15   0.217876E+21  -0.104871E-21  -0.547655E+25
   0.789333E+14   0.250130E+07   0.121086E+07   0.208291E+13    0.40334947E+04   0.112123E+15   0.217083E+21  -0.105489E-21  -0.547560E+25
   0.789333E+14   0.250130E+07   0.121090E+07   0.205749E+13    0.40334332E+04   0.111509E+15   0.216329E+21  -0.106081E-21  -0.547566E+25
   0.789333E+14   0.250130E+07   0.121095E+07   0.203150E+13    0.40333699E+04   0.110875E+15   0.215547E+21  -0.106696E-21  -0.547434E+25
   0.789333E+14   0.250130E+07   0.121100E+07   0.200589E+13    0.40333070E+04   0.110243E+15   0.214804E+21  -0.107311E-21  -0.547379E+25
   0.789333E+14   0.250130E+07   0.121104E+07   0.198029E+13    0.40332437E+04   0.109605E+15   0.214033E+21  -0.107937E-21  -0.547325E+25
   0.789333E+14   0.250130E+07   0.121109E+07   0.195612E+13    0.40331834E+04   0.108997E+15   0.213300E+21  -0.108536E-21  -0.547230E+25
   0.789333E+14   0.250130E+07   0.121113E+07   0.193141E+13    0.40331214E+04   0.108368E+15   0.212572E+21  -0.109158E-21  -0.547176E+25
   0.789333E+14   0.250130E+07   0.121118E+07   0.190707E+13    0.40330599E+04   0.107742E+15   0.211817E+21  -0.109781E-21  -0.547111E+25
   0.789333E+14   0.250130E+07   0.121122E+07   0.188274E+13    0.40329979E+04   0.107110E+15   0.211099E+21  -0.110414E-21  -0.547021E+25
   0.789333E+14   0.250130E+07   0.121127E+07   0.185976E+13    0.40329389E+04   0.106506E+15   0.210355E+21  -0.111020E-21  -0.546953E+25
   0.789333E+14   0.250130E+07   0.121131E+07   0.183627E+13    0.40328782E+04   0.105882E+15   0.209647E+21  -0.111650E-21  -0.546890E+25
   0.789333E+14   0.250130E+07   0.121136E+07   0.181314E+13    0.40328179E+04   0.105262E+15   0.208944E+21  -0.112279E-21  -0.546763E+25
   0.789333E+14   0.250130E+07   0.121140E+07   0.179001E+13    0.40327572E+04   0.104634E+15   0.208214E+21  -0.112919E-21  -0.546737E+25
   0.789333E+14   0.250130E+07   0.121144E+07   0.176816E+13    0.40326994E+04   0.104035E+15   0.207520E+21  -0.113533E-21  -0.546696E+25
   0.789333E+14   0.250130E+07   0.121149E+07   0.174583E+13    0.40326400E+04   0.103416E+15   0.206862E+21  -0.114170E-21  -0.546632E+25
   0.789333E+14   0.250130E+07   0.121153E+07   0.172385E+13    0.40325809E+04   0.102800E+15   0.206147E+21  -0.114806E-21  -0.546585E+25
   0.789333E+14   0.250130E+07   0.121157E+07   0.170187E+13    0.40325215E+04   0.102177E+15   0.205467E+21  -0.115453E-21  -0.546511E+25
   0.789333E+14   0.250130E+07   0.121162E+07   0.168109E+13    0.40324648E+04   0.101582E+15   0.204792E+21  -0.116074E-21  -0.546380E+25
   0.789333E+14   0.250130E+07   0.121166E+07   0.165987E+13    0.40324065E+04   0.100967E+15   0.204121E+21  -0.116717E-21  -0.546361E+25
   0.789333E+14   0.250130E+07   0.121170E+07   0.163897E+13    0.40323487E+04   0.100356E+15   0.203454E+21  -0.117361E-21  -0.546309E+25
   0.789333E+14   0.250130E+07   0.121174E+07   0.161808E+13    0.40322904E+04   0.997368E+14   0.202792E+21  -0.118014E-21  -0.546257E+25
   0.789333E+14   0.250130E+07   0.121179E+07   0.159832E+13    0.40322348E+04   0.991450E+14   0.202134E+21  -0.118642E-21  -0.546199E+25
   0.789333E+14   0.250130E+07   0.121183E+07   0.157815E+13    0.40321777E+04   0.985342E+14   0.201509E+21  -0.119293E-21  -0.546121E+25
   0.789333E+14   0.250130E+07   0.121187E+07   0.155829E+13    0.40321210E+04   0.979260E+14   0.200859E+21  -0.119943E-21  -0.546134E+25
   0.789333E+14   0.250130E+07   0.121191E+07   0.153844E+13    0.40320638E+04   0.973109E+14   0.200214E+21  -0.120603E-21  -0.546033E+25
   0.789333E+14   0.250130E+07   0.121195E+07   0.151964E+13    0.40320093E+04   0.967221E+14   0.199572E+21  -0.121237E-21  -0.545897E+25
   0.789333E+14   0.250130E+07   0.121199E+07   0.150047E+13    0.40319533E+04   0.961144E+14   0.198935E+21  -0.121895E-21  -0.545984E+25
   0.789333E+14   0.250130E+07   0.121203E+07   0.148160E+13    0.40318977E+04   0.955094E+14   0.198330E+21  -0.122551E-21  -0.545897E+25
   0.789333E+14   0.250130E+07   0.121207E+07   0.146273E+13    0.40318416E+04   0.948974E+14   0.197700E+21  -0.123218E-21  -0.545734E+25
   0.789333E+14   0.250130E+07   0.121211E+07   0.144485E+13    0.40317881E+04   0.943109E+14   0.197075E+21  -0.123859E-21  -0.545809E+25
   0.789333E+14   0.250130E+07   0.121215E+07   0.142663E+13    0.40317331E+04   0.937059E+14   0.196481E+21  -0.124523E-21  -0.545678E+25
   0.789333E+14   0.250130E+07   0.121220E+07   0.140869E+13    0.40316785E+04   0.931035E+14   0.195863E+21  -0.125186E-21  -0.545656E+25
   0.789333E+14   0.250130E+07   0.121224E+07   0.139076E+13    0.40316236E+04   0.924940E+14   0.195249E+21  -0.125859E-21  -0.545575E+25
   0.789333E+14   0.250130E+07   0.121227E+07   0.137376E+13    0.40315710E+04   0.919094E+14   0.194666E+21  -0.126507E-21  -0.545555E+25
   0.789333E+14   0.250130E+07   0.121231E+07   0.135643E+13    0.40315170E+04   0.913064E+14   0.194060E+21  -0.127177E-21  -0.545491E+25
   0.789333E+14   0.250130E+07   0.121235E+07   0.133939E+13    0.40314635E+04   0.907060E+14   0.193484E+21  -0.127846E-21  -0.545369E+25
   0.789333E+14   0.250130E+07   0.121239E+07   0.132235E+13    0.40314095E+04   0.900983E+14   0.192885E+21  -0.128525E-21  -0.545436E+25
   0.789333E+14   0.250130E+07   0.121243E+07   0.130618E+13    0.40313578E+04   0.895149E+14   0.192316E+21  -0.129179E-21  -0.545310E+25
   0.789333E+14   0.250130E+07   0.121247E+07   0.128971E+13    0.40313048E+04   0.889133E+14   0.191750E+21  -0.129856E-21  -0.545317E+25
   0.789333E+14   0.250130E+07   0.121251E+07   0.127351E+13    0.40312522E+04   0.883142E+14   0.191162E+21  -0.130531E-21  -0.545240E+25
   0.789333E+14   0.250130E+07   0.121255E+07   0.125731E+13    0.40311992E+04   0.877077E+14   0.190603E+21  -0.131216E-21  -0.545147E+25
   0.789333E+14   0.250130E+07   0.121259E+07   0.124194E+13    0.40311485E+04   0.871249E+14   0.190047E+21  -0.131876E-21  -0.545180E+25
   0.789333E+14   0.250130E+07   0.121262E+07   0.122628E+13    0.40310964E+04   0.865239E+14   0.189469E+21  -0.132559E-21  -0.545068E+25
   0.789333E+14   0.250130E+07   0.121266E+07   0.121088E+13    0.40310447E+04   0.859254E+14   0.188920E+21  -0.133240E-21  -0.545119E+25
   0.789333E+14   0.250130E+07   0.121270E+07   0.119549E+13    0.40309926E+04   0.853193E+14   0.188374E+21  -0.133931E-21  -0.544968E+25
   0.789333E+14   0.250130E+07   0.121274E+07   0.118087E+13    0.40309427E+04   0.847363E+14   0.187832E+21  -0.134597E-21  -0.545003E+25
   0.789333E+14   0.250130E+07   0.121278E+07   0.116598E+13    0.40308915E+04   0.841353E+14   0.187292E+21  -0.135285E-21  -0.544899E+25
   0.789333E+14   0.250130E+07   0.121281E+07   0.115135E+13    0.40308407E+04   0.835366E+14   0.186731E+21  -0.135972E-21  -0.544918E+25
   0.789333E+14   0.250130E+07   0.121285E+07   0.113671E+13    0.40307895E+04   0.829301E+14   0.186197E+21  -0.136669E-21  -0.544793E+25
   0.789333E+14   0.250130E+07   0.121289E+07   0.112281E+13    0.40307404E+04   0.823462E+14   0.185667E+21  -0.137341E-21  -0.544787E+25
   0.789333E+14   0.250130E+07   0.121292E+07   0.110866E+13    0.40306901E+04   0.817441E+14   0.185140E+21  -0.138035E-21  -0.544798E+25
   0.789333E+14   0.250130E+07   0.121296E+07   0.109475E+13    0.40306402E+04   0.811443E+14   0.184616E+21  -0.138727E-21  -0.544843E+25
   0.789333E+14   0.250130E+07   0.121300E+07   0.108084E+13    0.40305898E+04   0.805365E+14   0.184094E+21  -0.139429E-21  -0.544768E+25
   0.789333E+14   0.250130E+07   0.121303E+07   0.106761E+13    0.40305415E+04   0.799508E+14   0.183576E+21  -0.140107E-21  -0.544697E+25
   0.789333E+14   0.250130E+07   0.121307E+07   0.105416E+13    0.40304920E+04   0.793468E+14   0.183061E+21  -0.140806E-21  -0.544686E+25
   0.789333E+14   0.250130E+07   0.121311E+07   0.104093E+13    0.40304429E+04   0.787450E+14   0.182548E+21  -0.141504E-21  -0.544674E+25
   0.789333E+14   0.250130E+07   0.121314E+07   0.102771E+13    0.40303934E+04   0.781347E+14   0.182038E+21  -0.142212E-21  -0.544600E+25
   0.789333E+14   0.250130E+07   0.121318E+07   0.101514E+13    0.40303459E+04   0.775463E+14   0.181531E+21  -0.142895E-21  -0.544545E+25
   0.789333E+14   0.250130E+07   0.121321E+07   0.100234E+13    0.40302972E+04   0.769394E+14   0.181027E+21  -0.143600E-21  -0.544475E+25
   0.789333E+14   0.250130E+07   0.121325E+07   0.989770E+12    0.40302489E+04   0.763343E+14   0.180526E+21  -0.144302E-21  -0.544492E+25
   0.789333E+14   0.250130E+07   0.121329E+07   0.977197E+12    0.40302002E+04   0.757204E+14   0.180027E+21  -0.145016E-21  -0.544395E+25
   0.789333E+14   0.250130E+07   0.121332E+07   0.965239E+12    0.40301535E+04   0.751282E+14   0.179532E+21  -0.145704E-21  -0.544436E+25
   0.789333E+14   0.250130E+07   0.121336E+07   0.953076E+12    0.40301055E+04   0.745171E+14   0.179038E+21  -0.146414E-21  -0.544301E+25
   0.789333E+14   0.250130E+07   0.121339E+07   0.941120E+12    0.40300580E+04   0.739074E+14   0.178548E+21  -0.147122E-21  -0.544324E+25
   0.789333E+14   0.250130E+07   0.121343E+07   0.929163E+12    0.40300101E+04   0.732887E+14   0.178060E+21  -0.147840E-21  -0.544363E+25
   0.789333E+14   0.250130E+07   0.121346E+07   0.917794E+12    0.40299642E+04   0.726914E+14   0.177575E+21  -0.148533E-21  -0.544225E+25
   0.789333E+14   0.250130E+07   0.121349E+07   0.906227E+12    0.40299170E+04   0.720747E+14   0.177093E+21  -0.149248E-21  -0.544210E+25
   0.789333E+14   0.250130E+07   0.121353E+07   0.894856E+12    0.40298703E+04   0.714591E+14   0.176613E+21  -0.149961E-21  -0.544179E+25
   0.789333E+14   0.250130E+07   0.121356E+07   0.883485E+12    0.40298231E+04   0.708338E+14   0.176136E+21  -0.150685E-21  -0.544117E+25
   0.789333E+14   0.250130E+07   0.121360E+07   0.872676E+12    0.40297780E+04   0.702302E+14   0.175661E+21  -0.151382E-21  -0.544133E+25
   0.789333E+14   0.250130E+07   0.121363E+07   0.861676E+12    0.40297316E+04   0.696063E+14   0.175189E+21  -0.152102E-21  -0.544122E+25
   0.789333E+14   0.250130E+07   0.121367E+07   0.850860E+12    0.40296856E+04   0.689830E+14   0.174719E+21  -0.152820E-21  -0.544023E+25
   0.789333E+14   0.250130E+07   0.121370E+07   0.840045E+12    0.40296393E+04   0.683495E+14   0.174252E+21  -0.153549E-21  -0.544061E+25
