model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.5091930000000E+14   0.161357E+07  -0.196947E+25   0.645318E+04   0.645318E+04  -0.803827E+14
   0.5096130000000E+14   0.161490E+07  -0.196005E+25   0.644545E+04   0.644545E+04  -0.798066E+14
   0.5100330000000E+14   0.161623E+07  -0.195069E+25   0.643774E+04   0.643774E+04  -0.792360E+14
   0.5104530000000E+14   0.161756E+07  -0.194141E+25   0.643007E+04   0.643007E+04  -0.786709E+14
   0.5108730000000E+14   0.161889E+07  -0.193219E+25   0.642242E+04   0.642242E+04  -0.781111E+14
   0.5112930000000E+14   0.162022E+07  -0.192303E+25   0.641480E+04   0.641480E+04  -0.775565E+14
   0.5117130000000E+14   0.162156E+07  -0.191394E+25   0.640720E+04   0.640720E+04  -0.770072E+14
   0.5121330000000E+14   0.162289E+07  -0.190491E+25   0.639963E+04   0.639963E+04  -0.764632E+14
   0.5125530000000E+14   0.162422E+07  -0.189595E+25   0.639210E+04   0.639210E+04  -0.759243E+14
   0.5129730000000E+14   0.162555E+07  -0.188705E+25   0.638458E+04   0.638458E+04  -0.753903E+14
   0.5133930000000E+14   0.162688E+07  -0.187822E+25   0.637709E+04   0.637709E+04  -0.748614E+14
   0.5138130000000E+14   0.162821E+07  -0.186944E+25   0.636963E+04   0.636963E+04  -0.743374E+14
   0.5142330000000E+14   0.162954E+07  -0.186073E+25   0.636220E+04   0.636220E+04  -0.738184E+14
   0.5146530000000E+14   0.163087E+07  -0.185208E+25   0.635479E+04   0.635479E+04  -0.733041E+14
   0.5150730000000E+14   0.163220E+07  -0.184348E+25   0.634741E+04   0.634741E+04  -0.727945E+14
   0.5154930000000E+14   0.163353E+07  -0.183495E+25   0.634005E+04   0.634005E+04  -0.722898E+14
   0.5159130000000E+14   0.163486E+07  -0.182648E+25   0.633272E+04   0.633272E+04  -0.717896E+14
   0.5163330000000E+14   0.163620E+07  -0.181806E+25   0.632541E+04   0.632541E+04  -0.712940E+14
   0.5167530000000E+14   0.163753E+07  -0.180971E+25   0.631813E+04   0.631813E+04  -0.708031E+14
   0.5171730000000E+14   0.163886E+07  -0.180141E+25   0.631087E+04   0.631087E+04  -0.703165E+14
   0.5175930000000E+14   0.164019E+07  -0.179316E+25   0.630364E+04   0.630364E+04  -0.698344E+14
   0.5180130000000E+14   0.164152E+07  -0.178498E+25   0.629643E+04   0.629643E+04  -0.693567E+14
   0.5184330000000E+14   0.164285E+07  -0.177685E+25   0.628925E+04   0.628925E+04  -0.688834E+14
   0.5188530000000E+14   0.164418E+07  -0.176877E+25   0.628209E+04   0.628209E+04  -0.684144E+14
   0.5192730000000E+14   0.164551E+07  -0.176075E+25   0.627496E+04   0.627496E+04  -0.679497E+14
   0.5196930000000E+14   0.164684E+07  -0.175279E+25   0.626785E+04   0.626785E+04  -0.674892E+14
   0.5201130000000E+14   0.164817E+07  -0.174488E+25   0.626077E+04   0.626077E+04  -0.670328E+14
   0.5205330000000E+14   0.164950E+07  -0.173702E+25   0.625371E+04   0.625371E+04  -0.665805E+14
   0.5209530000000E+14   0.165084E+07  -0.172922E+25   0.624667E+04   0.624667E+04  -0.661322E+14
   0.5213730000000E+14   0.165217E+07  -0.172146E+25   0.623966E+04   0.623966E+04  -0.656880E+14
   0.5217930000000E+14   0.165350E+07  -0.171376E+25   0.623267E+04   0.623267E+04  -0.652477E+14
   0.5222130000000E+14   0.165483E+07  -0.170611E+25   0.622570E+04   0.622570E+04  -0.648114E+14
   0.5226330000000E+14   0.165616E+07  -0.169852E+25   0.621876E+04   0.621876E+04  -0.643790E+14
   0.5230530000000E+14   0.165749E+07  -0.169097E+25   0.621184E+04   0.621184E+04  -0.639504E+14
   0.5234730000000E+14   0.165882E+07  -0.168347E+25   0.620495E+04   0.620495E+04  -0.635256E+14
   0.5238930000000E+14   0.166015E+07  -0.167603E+25   0.619807E+04   0.619807E+04  -0.631045E+14
   0.5243130000000E+14   0.166148E+07  -0.166863E+25   0.619122E+04   0.619122E+04  -0.626872E+14
   0.5247330000000E+14   0.166281E+07  -0.166128E+25   0.618439E+04   0.618439E+04  -0.622735E+14
   0.5251530000000E+14   0.166414E+07  -0.165398E+25   0.617759E+04   0.617759E+04  -0.618634E+14
   0.5255730000000E+14   0.166548E+07  -0.164672E+25   0.617080E+04   0.617080E+04  -0.614569E+14
   0.5259930000000E+14   0.166681E+07  -0.163952E+25   0.616404E+04   0.616404E+04  -0.610540E+14
   0.5264130000000E+14   0.166814E+07  -0.163236E+25   0.615730E+04   0.615730E+04  -0.606546E+14
   0.5268330000000E+14   0.166947E+07  -0.162525E+25   0.615058E+04   0.615058E+04  -0.602586E+14
   0.5272530000000E+14   0.167080E+07  -0.161818E+25   0.614389E+04   0.614389E+04  -0.598661E+14
   0.5276730000000E+14   0.167213E+07  -0.161116E+25   0.613722E+04   0.613722E+04  -0.594770E+14
   0.5280930000000E+14   0.167346E+07  -0.160419E+25   0.613056E+04   0.613056E+04  -0.590913E+14
   0.5285130000000E+14   0.167479E+07  -0.159726E+25   0.612393E+04   0.612393E+04  -0.587090E+14
   0.5289330000000E+14   0.167612E+07  -0.159038E+25   0.611733E+04   0.611733E+04  -0.583299E+14
   0.5293530000000E+14   0.167745E+07  -0.158354E+25   0.611074E+04   0.611074E+04  -0.579540E+14
   0.5297730000000E+14   0.167879E+07  -0.157675E+25   0.610417E+04   0.610417E+04  -0.575814E+14
   0.5301930000000E+14   0.168012E+07  -0.157000E+25   0.609763E+04   0.609763E+04  -0.572120E+14
   0.5306130000000E+14   0.168145E+07  -0.156329E+25   0.609111E+04   0.609111E+04  -0.568457E+14
   0.5310330000000E+14   0.168278E+07  -0.155662E+25   0.608460E+04   0.608460E+04  -0.564826E+14
   0.5314530000000E+14   0.168411E+07  -0.155000E+25   0.607812E+04   0.607812E+04  -0.561225E+14
   0.5318730000000E+14   0.168544E+07  -0.154342E+25   0.607166E+04   0.607166E+04  -0.557655E+14
   0.5322930000000E+14   0.168677E+07  -0.153688E+25   0.606522E+04   0.606522E+04  -0.554115E+14
   0.5327130000000E+14   0.168810E+07  -0.153038E+25   0.605880E+04   0.605880E+04  -0.550605E+14
   0.5331330000000E+14   0.168943E+07  -0.152393E+25   0.605240E+04   0.605240E+04  -0.547125E+14
   0.5335530000000E+14   0.169076E+07  -0.151751E+25   0.604602E+04   0.604602E+04  -0.543674E+14
   0.5339730000000E+14   0.169209E+07  -0.151114E+25   0.603966E+04   0.603966E+04  -0.540252E+14
   0.5343930000000E+14   0.169343E+07  -0.150481E+25   0.603332E+04   0.603332E+04  -0.536859E+14
   0.5348130000000E+14   0.169476E+07  -0.149851E+25   0.602700E+04   0.602700E+04  -0.533494E+14
   0.5352330000000E+14   0.169609E+07  -0.149226E+25   0.602070E+04   0.602070E+04  -0.530157E+14
   0.5356530000000E+14   0.169742E+07  -0.148604E+25   0.601442E+04   0.601442E+04  -0.526847E+14
   0.5360730000000E+14   0.169875E+07  -0.147986E+25   0.600816E+04   0.600816E+04  -0.523566E+14
   0.5364930000000E+14   0.170008E+07  -0.147372E+25   0.600192E+04   0.600192E+04  -0.520311E+14
   0.5369130000000E+14   0.170141E+07  -0.146762E+25   0.599570E+04   0.599570E+04  -0.517084E+14
   0.5373330000000E+14   0.170274E+07  -0.146156E+25   0.598950E+04   0.598950E+04  -0.513883E+14
   0.5377530000000E+14   0.170407E+07  -0.145553E+25   0.598332E+04   0.598332E+04  -0.510708E+14
   0.5381730000000E+14   0.170540E+07  -0.144955E+25   0.597715E+04   0.597715E+04  -0.507560E+14
   0.5385930000000E+14   0.170673E+07  -0.144359E+25   0.597101E+04   0.597101E+04  -0.504437E+14
   0.5390130000000E+14   0.170807E+07  -0.143768E+25   0.596488E+04   0.596488E+04  -0.501339E+14
   0.5394330000000E+14   0.170940E+07  -0.143180E+25   0.595877E+04   0.595877E+04  -0.498267E+14
   0.5398530000000E+14   0.171073E+07  -0.142596E+25   0.595269E+04   0.595269E+04  -0.495221E+14
   0.5402730000000E+14   0.171206E+07  -0.142015E+25   0.594662E+04   0.594662E+04  -0.492199E+14
   0.5406930000000E+14   0.171339E+07  -0.141438E+25   0.594057E+04   0.594057E+04  -0.489202E+14
   0.5411130000000E+14   0.171472E+07  -0.140864E+25   0.593453E+04   0.593453E+04  -0.486228E+14
   0.5415330000000E+14   0.171605E+07  -0.140294E+25   0.592852E+04   0.592852E+04  -0.483279E+14
   0.5419530000000E+14   0.171738E+07  -0.139727E+25   0.592252E+04   0.592252E+04  -0.480354E+14
   0.5423730000000E+14   0.171871E+07  -0.139164E+25   0.591654E+04   0.591654E+04  -0.477452E+14
   0.5427930000000E+14   0.172004E+07  -0.138604E+25   0.591058E+04   0.591058E+04  -0.474574E+14
   0.5432130000000E+14   0.172137E+07  -0.138048E+25   0.590464E+04   0.590464E+04  -0.471718E+14
   0.5436330000000E+14   0.172271E+07  -0.137494E+25   0.589872E+04   0.589872E+04  -0.468886E+14
   0.5440530000000E+14   0.172404E+07  -0.136945E+25   0.589281E+04   0.589281E+04  -0.466076E+14
   0.5444730000000E+14   0.172537E+07  -0.136398E+25   0.588693E+04   0.588693E+04  -0.463289E+14
   0.5448930000000E+14   0.172670E+07  -0.135855E+25   0.588105E+04   0.588105E+04  -0.460524E+14
   0.5453130000000E+14   0.172803E+07  -0.135315E+25   0.587520E+04   0.587520E+04  -0.457781E+14
   0.5457330000000E+14   0.172936E+07  -0.134778E+25   0.586936E+04   0.586936E+04  -0.455059E+14
   0.5461530000000E+14   0.173069E+07  -0.134244E+25   0.586355E+04   0.586355E+04  -0.452359E+14
   0.5465730000000E+14   0.173202E+07  -0.133714E+25   0.585774E+04   0.585774E+04  -0.449680E+14
   0.5469930000000E+14   0.173335E+07  -0.133186E+25   0.585196E+04   0.585196E+04  -0.447023E+14
   0.5474130000000E+14   0.173468E+07  -0.132662E+25   0.584619E+04   0.584619E+04  -0.444386E+14
   0.5478330000000E+14   0.173602E+07  -0.132141E+25   0.584044E+04   0.584044E+04  -0.441769E+14
   0.5482530000000E+14   0.173735E+07  -0.131623E+25   0.583471E+04   0.583471E+04  -0.439173E+14
   0.5486730000000E+14   0.173868E+07  -0.131108E+25   0.582899E+04   0.582899E+04  -0.436598E+14
   0.5490930000000E+14   0.174001E+07  -0.130596E+25   0.582329E+04   0.582329E+04  -0.434043E+14
   0.5495130000000E+14   0.174134E+07  -0.130087E+25   0.581761E+04   0.581761E+04  -0.431508E+14
   0.5499330000000E+14   0.174267E+07  -0.129581E+25   0.581194E+04   0.581194E+04  -0.428992E+14
   0.5503530000000E+14   0.174400E+07  -0.129078E+25   0.580629E+04   0.580629E+04  -0.426496E+14
   0.5507730000000E+14   0.174533E+07  -0.128577E+25   0.580066E+04   0.580066E+04  -0.424020E+14
   0.5511930000000E+14   0.174666E+07  -0.128080E+25   0.579505E+04   0.579505E+04  -0.421563E+14
   0.5516130000000E+14   0.174799E+07  -0.127586E+25   0.578945E+04   0.578945E+04  -0.419125E+14
   0.5520330000000E+14   0.174932E+07  -0.127094E+25   0.578386E+04   0.578386E+04  -0.416705E+14
   0.5524530000000E+14   0.175066E+07  -0.126606E+25   0.577829E+04   0.577829E+04  -0.414304E+14
   0.5528730000000E+14   0.175199E+07  -0.126120E+25   0.577274E+04   0.577274E+04  -0.411921E+14
   0.5532930000000E+14   0.175332E+07  -0.125637E+25   0.576721E+04   0.576721E+04  -0.409557E+14
   0.5537130000000E+14   0.175465E+07  -0.125156E+25   0.576169E+04   0.576169E+04  -0.407211E+14
   0.5541330000000E+14   0.175598E+07  -0.124679E+25   0.575618E+04   0.575618E+04  -0.404882E+14
   0.5545530000000E+14   0.175731E+07  -0.124204E+25   0.575069E+04   0.575069E+04  -0.402571E+14
   0.5549730000000E+14   0.175864E+07  -0.123732E+25   0.574522E+04   0.574522E+04  -0.400278E+14
   0.5553930000000E+14   0.175997E+07  -0.123262E+25   0.573976E+04   0.573976E+04  -0.398002E+14
   0.5558130000000E+14   0.176130E+07  -0.122796E+25   0.573432E+04   0.573432E+04  -0.395743E+14
   0.5562330000000E+14   0.176263E+07  -0.122331E+25   0.572890E+04   0.572890E+04  -0.393502E+14
   0.5566530000000E+14   0.176396E+07  -0.121870E+25   0.572348E+04   0.572348E+04  -0.391277E+14
   0.5570730000000E+14   0.176530E+07  -0.121411E+25   0.571809E+04   0.571809E+04  -0.389069E+14
   0.5574930000000E+14   0.176663E+07  -0.120955E+25   0.571271E+04   0.571271E+04  -0.386878E+14
   0.5579130000000E+14   0.176796E+07  -0.120501E+25   0.570734E+04   0.570734E+04  -0.384702E+14
   0.5583330000000E+14   0.176929E+07  -0.120050E+25   0.570199E+04   0.570199E+04  -0.382543E+14
   0.5587530000000E+14   0.177062E+07  -0.119601E+25   0.569666E+04   0.569666E+04  -0.380401E+14
   0.5591730000000E+14   0.177195E+07  -0.119155E+25   0.569134E+04   0.569134E+04  -0.378274E+14
   0.5595930000000E+14   0.177328E+07  -0.118711E+25   0.568603E+04   0.568603E+04  -0.376163E+14
   0.5600130000000E+14   0.177461E+07  -0.118270E+25   0.568074E+04   0.568074E+04  -0.374068E+14
   0.5604330000000E+14   0.177594E+07  -0.117831E+25   0.567547E+04   0.567547E+04  -0.371989E+14
   0.5608530000000E+14   0.177727E+07  -0.117395E+25   0.567020E+04   0.567020E+04  -0.369925E+14
   0.5612730000000E+14   0.177860E+07  -0.116961E+25   0.566496E+04   0.566496E+04  -0.367876E+14
   0.5616930000000E+14   0.177994E+07  -0.116530E+25   0.565973E+04   0.565973E+04  -0.365842E+14
   0.5621130000000E+14   0.178127E+07  -0.116100E+25   0.565451E+04   0.565451E+04  -0.363823E+14
   0.5625330000000E+14   0.178260E+07  -0.115674E+25   0.564931E+04   0.564931E+04  -0.361819E+14
   0.5629530000000E+14   0.178393E+07  -0.115249E+25   0.564412E+04   0.564412E+04  -0.359830E+14
   0.5633730000000E+14   0.178526E+07  -0.114827E+25   0.563894E+04   0.563894E+04  -0.357855E+14
   0.5637930000000E+14   0.178659E+07  -0.114407E+25   0.563378E+04   0.563378E+04  -0.355894E+14
   0.5642130000000E+14   0.178792E+07  -0.113990E+25   0.562863E+04   0.562863E+04  -0.353948E+14
   0.5646330000000E+14   0.178925E+07  -0.113575E+25   0.562350E+04   0.562350E+04  -0.352016E+14
   0.5650530000000E+14   0.179058E+07  -0.113162E+25   0.561838E+04   0.561838E+04  -0.350098E+14
   0.5654730000000E+14   0.179191E+07  -0.112751E+25   0.561328E+04   0.561328E+04  -0.348194E+14
   0.5658930000000E+14   0.179325E+07  -0.112343E+25   0.560819E+04   0.560819E+04  -0.346304E+14
   0.5663130000000E+14   0.179458E+07  -0.111937E+25   0.560311E+04   0.560311E+04  -0.344427E+14
   0.5667330000000E+14   0.179591E+07  -0.111533E+25   0.559805E+04   0.559805E+04  -0.342564E+14
   0.5671530000000E+14   0.179724E+07  -0.111131E+25   0.559300E+04   0.559300E+04  -0.340715E+14
   0.5675730000000E+14   0.179857E+07  -0.110731E+25   0.558797E+04   0.558797E+04  -0.338879E+14
   0.5679930000000E+14   0.179990E+07  -0.110334E+25   0.558295E+04   0.558295E+04  -0.337056E+14
   0.5684130000000E+14   0.180123E+07  -0.109938E+25   0.557794E+04   0.557794E+04  -0.335246E+14
   0.5688330000000E+14   0.180256E+07  -0.109545E+25   0.557294E+04   0.557294E+04  -0.333449E+14
   0.5692530000000E+14   0.180389E+07  -0.109154E+25   0.556796E+04   0.556796E+04  -0.331664E+14
   0.5696730000000E+14   0.180522E+07  -0.108765E+25   0.556299E+04   0.556299E+04  -0.329893E+14
   0.5700930000000E+14   0.180655E+07  -0.108378E+25   0.555804E+04   0.555804E+04  -0.328134E+14
   0.5705130000000E+14   0.180789E+07  -0.107993E+25   0.555310E+04   0.555310E+04  -0.326387E+14
   0.5709330000000E+14   0.180922E+07  -0.107610E+25   0.554817E+04   0.554817E+04  -0.324653E+14
   0.5713530000000E+14   0.181055E+07  -0.107229E+25   0.554325E+04   0.554325E+04  -0.322931E+14
   0.5717730000000E+14   0.181188E+07  -0.106850E+25   0.553835E+04   0.553835E+04  -0.321221E+14
   0.5721930000000E+14   0.181321E+07  -0.106474E+25   0.553346E+04   0.553346E+04  -0.319523E+14
   0.5726130000000E+14   0.181454E+07  -0.106099E+25   0.552858E+04   0.552858E+04  -0.317837E+14
   0.5730330000000E+14   0.181587E+07  -0.105726E+25   0.552372E+04   0.552372E+04  -0.316163E+14
   0.5734530000000E+14   0.181720E+07  -0.105355E+25   0.551887E+04   0.551887E+04  -0.314501E+14
   0.5738730000000E+14   0.181853E+07  -0.104986E+25   0.551403E+04   0.551403E+04  -0.312851E+14
   0.5742930000000E+14   0.181986E+07  -0.104619E+25   0.550921E+04   0.550921E+04  -0.311212E+14
   0.5747130000000E+14   0.182119E+07  -0.104254E+25   0.550439E+04   0.550439E+04  -0.309584E+14
   0.5751330000000E+14   0.182253E+07  -0.103891E+25   0.549959E+04   0.549959E+04  -0.307967E+14
   0.5755530000000E+14   0.182386E+07  -0.103529E+25   0.549481E+04   0.549481E+04  -0.306362E+14
   0.5759730000000E+14   0.182519E+07  -0.103170E+25   0.549003E+04   0.549003E+04  -0.304768E+14
   0.5763930000000E+14   0.182652E+07  -0.102813E+25   0.548527E+04   0.548527E+04  -0.303186E+14
   0.5768130000000E+14   0.182785E+07  -0.102457E+25   0.548052E+04   0.548052E+04  -0.301614E+14
   0.5772330000000E+14   0.182918E+07  -0.102103E+25   0.547578E+04   0.547578E+04  -0.300053E+14
   0.5776530000000E+14   0.183051E+07  -0.101751E+25   0.547106E+04   0.547106E+04  -0.298502E+14
   0.5780730000000E+14   0.183184E+07  -0.101401E+25   0.546634E+04   0.546634E+04  -0.296963E+14
   0.5784930000000E+14   0.183317E+07  -0.101053E+25   0.546164E+04   0.546164E+04  -0.295434E+14
   0.5789130000000E+14   0.183450E+07  -0.100706E+25   0.545695E+04   0.545695E+04  -0.293915E+14
   0.5793330000000E+14   0.183583E+07  -0.100361E+25   0.545228E+04   0.545228E+04  -0.292407E+14
   0.5797530000000E+14   0.183717E+07  -0.100018E+25   0.544761E+04   0.544761E+04  -0.290909E+14
   0.5801730000000E+14   0.183850E+07  -0.996768E+24   0.544296E+04   0.544296E+04  -0.289421E+14
   0.5805930000000E+14   0.183983E+07  -0.993372E+24   0.543832E+04   0.543832E+04  -0.287944E+14
   0.5810130000000E+14   0.184116E+07  -0.989994E+24   0.543369E+04   0.543369E+04  -0.286476E+14
   0.5814330000000E+14   0.184249E+07  -0.986633E+24   0.542907E+04   0.542907E+04  -0.285019E+14
   0.5818530000000E+14   0.184382E+07  -0.983290E+24   0.542446E+04   0.542446E+04  -0.283571E+14
   0.5822730000000E+14   0.184515E+07  -0.979963E+24   0.541987E+04   0.541987E+04  -0.282133E+14
   0.5826930000000E+14   0.184648E+07  -0.976653E+24   0.541529E+04   0.541529E+04  -0.280705E+14
   0.5831130000000E+14   0.184781E+07  -0.973360E+24   0.541072E+04   0.541072E+04  -0.279286E+14
   0.5835330000000E+14   0.184914E+07  -0.970084E+24   0.540616E+04   0.540616E+04  -0.277877E+14
   0.5839530000000E+14   0.185047E+07  -0.966823E+24   0.540161E+04   0.540161E+04  -0.276478E+14
   0.5843730000000E+14   0.185181E+07  -0.963579E+24   0.539707E+04   0.539707E+04  -0.275087E+14
   0.5847930000000E+14   0.185314E+07  -0.960352E+24   0.539255E+04   0.539255E+04  -0.273706E+14
   0.5852130000000E+14   0.185447E+07  -0.957141E+24   0.538803E+04   0.538803E+04  -0.272335E+14
   0.5856330000000E+14   0.185580E+07  -0.953946E+24   0.538353E+04   0.538353E+04  -0.270972E+14
   0.5860530000000E+14   0.185713E+07  -0.950767E+24   0.537904E+04   0.537904E+04  -0.269619E+14
   0.5864730000000E+14   0.185846E+07  -0.947604E+24   0.537456E+04   0.537456E+04  -0.268275E+14
   0.5868930000000E+14   0.185979E+07  -0.944456E+24   0.537009E+04   0.537009E+04  -0.266939E+14
   0.5873130000000E+14   0.186112E+07  -0.941324E+24   0.536564E+04   0.536564E+04  -0.265612E+14
   0.5877330000000E+14   0.186245E+07  -0.938208E+24   0.536119E+04   0.536119E+04  -0.264294E+14
   0.5881530000000E+14   0.186378E+07  -0.935107E+24   0.535675E+04   0.535675E+04  -0.262985E+14
   0.5885730000000E+14   0.186512E+07  -0.932021E+24   0.535233E+04   0.535233E+04  -0.261684E+14
   0.5889930000000E+14   0.186645E+07  -0.928950E+24   0.534791E+04   0.534791E+04  -0.260392E+14
   0.5894130000000E+14   0.186778E+07  -0.925895E+24   0.534351E+04   0.534351E+04  -0.259109E+14
   0.5898330000000E+14   0.186911E+07  -0.922854E+24   0.533912E+04   0.533912E+04  -0.257833E+14
   0.5902530000000E+14   0.187044E+07  -0.919829E+24   0.533474E+04   0.533474E+04  -0.256567E+14
   0.5906730000000E+14   0.187177E+07  -0.916819E+24   0.533037E+04   0.533037E+04  -0.255308E+14
   0.5910930000000E+14   0.187310E+07  -0.913823E+24   0.532601E+04   0.532601E+04  -0.254058E+14
   0.5915130000000E+14   0.187443E+07  -0.910842E+24   0.532166E+04   0.532166E+04  -0.252816E+14
   0.5919330000000E+14   0.187576E+07  -0.907876E+24   0.531732E+04   0.531732E+04  -0.251582E+14
   0.5923530000000E+14   0.187709E+07  -0.904925E+24   0.531300E+04   0.531300E+04  -0.250356E+14
   0.5927730000000E+14   0.187842E+07  -0.901987E+24   0.530868E+04   0.530868E+04  -0.249138E+14
