model:  21
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
 spatialKnot      rho            pressure         lagrangianMass      Phi                    redshiftFactor              volumeFactor
.1187571E+07    .6632652E+14    .1637116E+33    .3676110E+34        -0.3048925371E+00         0.7372025921E+00         0.1359602362E+01
.1187687E+07    .6548729E+14    .1612420E+33    .3676246E+34        -0.3048510126E+00         0.7372332047E+00         0.1359567560E+01
.1187802E+07    .6465945E+14    .1588201E+33    .3676379E+34        -0.3048097660E+00         0.7372636137E+00         0.1359532238E+01
.1187918E+07    .6383212E+14    .1564133E+33    .3676511E+34        -0.3047682502E+00         0.7372942224E+00         0.1359496927E+01
.1188032E+07    .6305444E+14    .1541630E+33    .3676634E+34        -0.3047289477E+00         0.7373232005E+00         0.1359460796E+01
.1188145E+07    .6225788E+14    .1518699E+33    .3676761E+34        -0.3046883920E+00         0.7373531037E+00         0.1359425811E+01
.1188258E+07    .6147333E+14    .1496228E+33    .3676884E+34        -0.3046481420E+00         0.7373827827E+00         0.1359390345E+01
.1188371E+07    .6068924E+14    .1473878E+33    .3677007E+34        -0.3046075970E+00         0.7374126806E+00         0.1359354890E+01
.1188483E+07    .5994856E+14    .1452863E+33    .3677122E+34        -0.3045689979E+00         0.7374411446E+00         0.1359318740E+01
.1188593E+07    .5919238E+14    .1431503E+33    .3677240E+34        -0.3045292607E+00         0.7374704490E+00         0.1359283539E+01
.1188704E+07    .5844872E+14    .1410586E+33    .3677355E+34        -0.3044898446E+00         0.7374995178E+00         0.1359247891E+01
.1188815E+07    .5770545E+14    .1389765E+33    .3677470E+34        -0.3044501134E+00         0.7375288201E+00         0.1359212253E+01
.1188924E+07    .5700000E+14    .1370082E+33    .3677578E+34        -0.3044120837E+00         0.7375568686E+00         0.1359176023E+01
.1189033E+07    .5628204E+14    .1350124E+33    .3677689E+34        -0.3043730495E+00         0.7375856592E+00         0.1359140569E+01
.1189142E+07    .5557693E+14    .1330593E+33    .3677796E+34        -0.3043343378E+00         0.7376142129E+00         0.1359104698E+01
.1189251E+07    .5487215E+14    .1311139E+33    .3677904E+34        -0.3042952943E+00         0.7376430125E+00         0.1359068838E+01
.1189359E+07    .5420030E+14    .1292654E+33    .3678005E+34        -0.3042577494E+00         0.7376707078E+00         0.1359032466E+01
.1189466E+07    .5351849E+14    .1273953E+33    .3678109E+34        -0.3042192562E+00         0.7376991036E+00         0.1358996723E+01
.1189574E+07    .5284971E+14    .1255664E+33    .3678210E+34        -0.3041811488E+00         0.7377272159E+00         0.1358960589E+01
.1189681E+07    .5218121E+14    .1237436E+33    .3678311E+34        -0.3041426906E+00         0.7377555882E+00         0.1358924467E+01
.1189788E+07    .5154139E+14    .1220036E+33    .3678407E+34        -0.3041054962E+00         0.7377830291E+00         0.1358887898E+01
.1189894E+07    .5089378E+14    .1202469E+33    .3678504E+34        -0.3040675047E+00         0.7378110591E+00         0.1358851831E+01
.1190000E+07    .5025925E+14    .1185300E+33    .3678599E+34        -0.3040298631E+00         0.7378388320E+00         0.1358815399E+01
.1190106E+07    .4962493E+14    .1168176E+33    .3678694E+34        -0.3039918843E+00         0.7378668548E+00         0.1358778978E+01
.1190212E+07    .4901569E+14    .1151766E+33    .3678785E+34        -0.3039549910E+00         0.7378940776E+00         0.1358742161E+01
.1190317E+07    .4840044E+14    .1135228E+33    .3678876E+34        -0.3039173715E+00         0.7379218373E+00         0.1358705742E+01
.1190422E+07    .4779818E+14    .1119071E+33    .3678966E+34        -0.3038801435E+00         0.7379493091E+00         0.1358668980E+01
.1190527E+07    .4719609E+14    .1102950E+33    .3679055E+34        -0.3038425200E+00         0.7379770740E+00         0.1358632229E+01
.1190632E+07    .4661604E+14    .1087447E+33    .3679141E+34        -0.3038059169E+00         0.7380040867E+00         0.1358595123E+01
.1190736E+07    .4603141E+14    .1071848E+33    .3679228E+34        -0.3037685702E+00         0.7380316492E+00         0.1358558328E+01
.1190840E+07    .4545959E+14    .1056615E+33    .3679312E+34        -0.3037316663E+00         0.7380588860E+00         0.1358521210E+01
.1190944E+07    .4488788E+14    .1041408E+33    .3679397E+34        -0.3036943873E+00         0.7380864005E+00         0.1358484103E+01
.1191048E+07    .4433569E+14    .1026742E+33    .3679478E+34        -0.3036579251E+00         0.7381133133E+00         0.1358446674E+01
.1191152E+07    .4378006E+14    .1012005E+33    .3679560E+34        -0.3036208473E+00         0.7381406814E+00         0.1358409486E+01
.1191256E+07    .4323696E+14    .9976185E+32    .3679640E+34        -0.3035842158E+00         0.7381677211E+00         0.1358371994E+01
.1191360E+07    .4269393E+14    .9832520E+32    .3679720E+34        -0.3035471655E+00         0.7381950709E+00         0.1358334512E+01
.1191463E+07    .4216833E+14    .9693627E+32    .3679797E+34        -0.3035108667E+00         0.7382218671E+00         0.1358296734E+01
.1191566E+07    .4164017E+14    .9554214E+32    .3679875E+34        -0.3034739872E+00         0.7382490928E+00         0.1358259142E+01
.1191669E+07    .4112418E+14    .9418157E+32    .3679951E+34        -0.3034375545E+00         0.7382759897E+00         0.1358221263E+01
.1191773E+07    .4060824E+14    .9282250E+32    .3680027E+34        -0.3034007141E+00         0.7383031886E+00         0.1358183394E+01
.1191876E+07    .4010801E+14    .9150607E+32    .3680100E+34        -0.3033645698E+00         0.7383298745E+00         0.1358145250E+01
.1191978E+07    .3960588E+14    .9018585E+32    .3680174E+34        -0.3033278374E+00         0.7383569957E+00         0.1358107250E+01
.1192081E+07    .3911552E+14    .8889771E+32    .3680245E+34        -0.3032915542E+00         0.7383837861E+00         0.1358068978E+01
.1192184E+07    .3862518E+14    .8761070E+32    .3680317E+34        -0.3032548508E+00         0.7384108878E+00         0.1358030717E+01
.1192287E+07    .3814915E+14    .8636225E+32    .3680387E+34        -0.3032188038E+00         0.7384375058E+00         0.1357992199E+01
.1192389E+07    .3767171E+14    .8511105E+32    .3680457E+34        -0.3031822259E+00         0.7384645167E+00         0.1357953792E+01
.1192492E+07    .3720559E+14    .8389044E+32    .3680525E+34        -0.3031460939E+00         0.7384911994E+00         0.1357915128E+01
.1192594E+07    .3673946E+14    .8267070E+32    .3680593E+34        -0.3031095344E+00         0.7385181988E+00         0.1357876476E+01
.1192697E+07    .3628652E+14    .8148628E+32    .3680660E+34        -0.3030735844E+00         0.7385447490E+00         0.1357837581E+01
.1192799E+07    .3583249E+14    .8029982E+32    .3680726E+34        -0.3030371203E+00         0.7385716799E+00         0.1357798775E+01
.1192902E+07    .3538931E+14    .7914249E+32    .3680791E+34        -0.3030011002E+00         0.7385982838E+00         0.1357759727E+01
.1193004E+07    .3494611E+14    .7798588E+32    .3680856E+34        -0.3029646483E+00         0.7386252076E+00         0.1357720690E+01
.1193106E+07    .3451518E+14    .7686198E+32    .3680918E+34        -0.3029287770E+00         0.7386517035E+00         0.1357681424E+01
.1193208E+07    .3408336E+14    .7573650E+32    .3680982E+34        -0.3028924036E+00         0.7386785712E+00         0.1357642233E+01
.1193310E+07    .3366192E+14    .7463874E+32    .3681043E+34        -0.3028564752E+00         0.7387051113E+00         0.1357602813E+01
.1193412E+07    .3324044E+14    .7354158E+32    .3681105E+34        -0.3028201145E+00         0.7387319716E+00         0.1357563404E+01
.1193515E+07    .3283048E+14    .7247508E+32    .3681164E+34        -0.3027843225E+00         0.7387584127E+00         0.1357523779E+01
.1193616E+07    .3241977E+14    .7140726E+32    .3681224E+34        -0.3027480378E+00         0.7387852189E+00         0.1357484222E+01
.1193718E+07    .3201892E+14    .7036576E+32    .3681283E+34        -0.3027122030E+00         0.7388116935E+00         0.1357444448E+01
.1193820E+07    .3161804E+14    .6932483E+32    .3681341E+34        -0.3026759405E+00         0.7388384852E+00         0.1357404684E+01
.1193922E+07    .3122807E+14    .6831289E+32    .3681398E+34        -0.3026402518E+00         0.7388648539E+00         0.1357364718E+01
.1194024E+07    .3083739E+14    .6729976E+32    .3681455E+34        -0.3026040793E+00         0.7388915810E+00         0.1357324818E+01
.1194126E+07    .3045609E+14    .6631159E+32    .3681511E+34        -0.3025683681E+00         0.7389179681E+00         0.1357284712E+01
.1194228E+07    .3007474E+14    .6532397E+32    .3681566E+34        -0.3025321941E+00         0.7389446982E+00         0.1357244617E+01
.1194329E+07    .2970382E+14    .6436403E+32    .3681620E+34        -0.3024965585E+00         0.7389710314E+00         0.1357204333E+01
.1194431E+07    .2933218E+14    .6340289E+32    .3681674E+34        -0.3024604448E+00         0.7389977189E+00         0.1357164117E+01
.1194533E+07    .2896941E+14    .6246539E+32    .3681727E+34        -0.3024247921E+00         0.7390240666E+00         0.1357123705E+01
.1194634E+07    .2860660E+14    .6152846E+32    .3681780E+34        -0.3023887343E+00         0.7390507147E+00         0.1357083305E+01
.1194736E+07    .2825383E+14    .6061813E+32    .3681831E+34        -0.3023532917E+00         0.7390769090E+00         0.1357042730E+01
.1194837E+07    .2790028E+14    .5970652E+32    .3681883E+34        -0.3023172646E+00         0.7391035363E+00         0.1357002229E+01
.1194939E+07    .2755512E+14    .5881728E+32    .3681933E+34        -0.3022816761E+00         0.7391298404E+00         0.1356961543E+01
.1195040E+07    .2720992E+14    .5792864E+32    .3681983E+34        -0.3022456995E+00         0.7391564322E+00         0.1356920868E+01
.1195142E+07    .2687442E+14    .5706572E+32    .3682032E+34        -0.3022103694E+00         0.7391825471E+00         0.1356880032E+01
.1195243E+07    .2653807E+14    .5620137E+32    .3682081E+34        -0.3021745037E+00         0.7392090589E+00         0.1356839279E+01
.1195344E+07    .2620965E+14    .5535815E+32    .3682128E+34        -0.3021390037E+00         0.7392353013E+00         0.1356798352E+01
.1195445E+07    .2588117E+14    .5451559E+32    .3682176E+34        -0.3021031396E+00         0.7392618138E+00         0.1356757436E+01
.1195546E+07    .2556212E+14    .5369799E+32    .3682222E+34        -0.3020679681E+00         0.7392878152E+00         0.1356716373E+01
.1195647E+07    .2524212E+14    .5287878E+32    .3682269E+34        -0.3020321816E+00         0.7393142722E+00         0.1356675405E+01
.1195748E+07    .2492960E+14    .5207952E+32    .3682314E+34        -0.3019968183E+00         0.7393404172E+00         0.1356634272E+01
.1195849E+07    .2461702E+14    .5128098E+32    .3682359E+34        -0.3019611246E+00         0.7393668075E+00         0.1356593150E+01
.1195950E+07    .2431363E+14    .5050673E+32    .3682403E+34        -0.3019260644E+00         0.7393927303E+00         0.1356551898E+01
.1196051E+07    .2400918E+14    .4973068E+32    .3682447E+34        -0.3018903883E+00         0.7394191095E+00         0.1356510753E+01
.1196151E+07    .2371177E+14    .4897343E+32    .3682490E+34        -0.3018552422E+00         0.7394450976E+00         0.1356469451E+01
.1196252E+07    .2341431E+14    .4821696E+32    .3682533E+34        -0.3018196813E+00         0.7394713934E+00         0.1356428161E+01
.1196352E+07    .2312582E+14    .4748420E+32    .3682574E+34        -0.3017846953E+00         0.7394972650E+00         0.1356386757E+01
.1196453E+07    .2283617E+14    .4674942E+32    .3682616E+34        -0.3017493099E+00         0.7395234328E+00         0.1356345475E+01
.1196553E+07    .2255313E+14    .4603235E+32    .3682657E+34        -0.3017142600E+00         0.7395493535E+00         0.1356304045E+01
.1196653E+07    .2227005E+14    .4531612E+32    .3682697E+34        -0.3016787857E+00         0.7395755890E+00         0.1356262626E+01
.1196753E+07    .2199574E+14    .4462303E+32    .3682737E+34        -0.3016442012E+00         0.7396011673E+00         0.1356221110E+01
.1196853E+07    .2172016E+14    .4392773E+32    .3682776E+34        -0.3016088012E+00         0.7396273496E+00         0.1356179730E+01
.1196953E+07    .2145080E+14    .4324909E+32    .3682815E+34        -0.3015739822E+00         0.7396531032E+00         0.1356138212E+01
.1197053E+07    .2118139E+14    .4257135E+32    .3682853E+34        -0.3015387407E+00         0.7396791701E+00         0.1356096704E+01
.1197152E+07    .2092057E+14    .4191622E+32    .3682891E+34        -0.3015041808E+00         0.7397047338E+00         0.1356055117E+01
.1197252E+07    .2065839E+14    .4125867E+32    .3682928E+34        -0.3014692424E+00         0.7397305783E+00         0.1356013682E+01
.1197351E+07    .2040203E+14    .4061679E+32    .3682965E+34        -0.3014344345E+00         0.7397563273E+00         0.1355972115E+01
.1197451E+07    .2014564E+14    .3997586E+32    .3683001E+34        -0.3013995089E+00         0.7397821642E+00         0.1355930560E+01
.1197550E+07    .1989766E+14    .3935701E+32    .3683037E+34        -0.3013651175E+00         0.7398076067E+00         0.1355888943E+01
.1197649E+07    .1964821E+14    .3873556E+32    .3683072E+34        -0.3013303434E+00         0.7398333333E+00         0.1355847493E+01
.1197748E+07    .1940423E+14    .3812883E+32    .3683107E+34        -0.3012958299E+00         0.7398588680E+00         0.1355805921E+01
.1197846E+07    .1916022E+14    .3752310E+32    .3683141E+34        -0.3012610286E+00         0.7398846165E+00         0.1355764359E+01
.1197945E+07    .1892445E+14    .3693891E+32    .3683175E+34        -0.3012269919E+00         0.7399098002E+00         0.1355722752E+01
.1198043E+07    .1868713E+14    .3635197E+32    .3683208E+34        -0.3011923926E+00         0.7399354009E+00         0.1355681330E+01
.1198142E+07    .1845493E+14    .3577883E+32    .3683241E+34        -0.3011581669E+00         0.7399607262E+00         0.1355639792E+01
.1198240E+07    .1822271E+14    .3520674E+32    .3683274E+34        -0.3011235778E+00         0.7399863212E+00         0.1355598264E+01
.1198338E+07    .1799855E+14    .3465564E+32    .3683305E+34        -0.3010898235E+00         0.7400112994E+00         0.1355556710E+01
.1198435E+07    .1777277E+14    .3410166E+32    .3683337E+34        -0.3010555057E+00         0.7400366953E+00         0.1355515356E+01
.1198533E+07    .1755179E+14    .3356062E+32    .3683368E+34        -0.3010214897E+00         0.7400618688E+00         0.1355473893E+01
.1198631E+07    .1733078E+14    .3302066E+32    .3683399E+34        -0.3009872413E+00         0.7400872152E+00         0.1355432440E+01
.1198728E+07    .1711767E+14    .3250114E+32    .3683428E+34        -0.3009536865E+00         0.7401120491E+00         0.1355390979E+01
.1198825E+07    .1690286E+14    .3197862E+32    .3683458E+34        -0.3009198055E+00         0.7401371253E+00         0.1355349733E+01
.1198922E+07    .1669256E+14    .3146823E+32    .3683488E+34        -0.3008859092E+00         0.7401622136E+00         0.1355308384E+01
.1199019E+07    .1648223E+14    .3095894E+32    .3683517E+34        -0.3008520865E+00         0.7401872483E+00         0.1355267046E+01
.1199115E+07    .1627963E+14    .3046952E+32    .3683545E+34        -0.3008187360E+00         0.7402119343E+00         0.1355225718E+01
.1199211E+07    .1607527E+14    .2997701E+32    .3683573E+34        -0.3007850726E+00         0.7402368529E+00         0.1355184620E+01
.1199307E+07    .1587513E+14    .2949585E+32    .3683601E+34        -0.3007516338E+00         0.7402616059E+00         0.1355143425E+01
.1199404E+07    .1567496E+14    .2901581E+32    .3683628E+34        -0.3007178306E+00         0.7402866295E+00         0.1355102241E+01
.1199499E+07    .1548236E+14    .2855507E+32    .3683655E+34        -0.3006852471E+00         0.7403107510E+00         0.1355061084E+01
.1199595E+07    .1528794E+14    .2809116E+32    .3683681E+34        -0.3006515540E+00         0.7403356948E+00         0.1355020172E+01
.1199690E+07    .1509748E+14    .2763786E+32    .3683707E+34        -0.3006186318E+00         0.7403600687E+00         0.1354979168E+01
.1199785E+07    .1490699E+14    .2718571E+32    .3683734E+34        -0.3005851107E+00         0.7403848868E+00         0.1354938175E+01
.1199880E+07    .1472389E+14    .2675225E+32    .3683758E+34        -0.3005526024E+00         0.7404089558E+00         0.1354897228E+01
.1199975E+07    .1453893E+14    .2631557E+32    .3683784E+34        -0.3005198183E+00         0.7404332299E+00         0.1354856538E+01
.1200069E+07    .1435768E+14    .2588882E+32    .3683808E+34        -0.3004867257E+00         0.7404577332E+00         0.1354815763E+01
.1200164E+07    .1417640E+14    .2546321E+32    .3683833E+34        -0.3004537220E+00         0.7404821714E+00         0.1354774998E+01
.1200258E+07    .1400234E+14    .2505569E+32    .3683856E+34        -0.3004217663E+00         0.7405058344E+00         0.1354734296E+01
.1200351E+07    .1382639E+14    .2464492E+32    .3683880E+34        -0.3003887844E+00         0.7405302581E+00         0.1354693863E+01
.1200445E+07    .1365391E+14    .2424343E+32    .3683903E+34        -0.3003565469E+00         0.7405541313E+00         0.1354653351E+01
.1200538E+07    .1348140E+14    .2384308E+32    .3683926E+34        -0.3003238147E+00         0.7405783717E+00         0.1354612850E+01
.1200631E+07    .1331593E+14    .2346020E+32    .3683948E+34        -0.3002919324E+00         0.7406019834E+00         0.1354572427E+01
.1200724E+07    .1314855E+14    .2307406E+32    .3683970E+34        -0.3002597791E+00         0.7406257966E+00         0.1354532287E+01
.1200816E+07    .1298442E+14    .2269657E+32    .3683992E+34        -0.3002277018E+00         0.7406495542E+00         0.1354492071E+01
.1200909E+07    .1282027E+14    .2232023E+32    .3684014E+34        -0.3001951468E+00         0.7406736665E+00         0.1354451866E+01
.1201001E+07    .1266297E+14    .2196073E+32    .3684035E+34        -0.3001640483E+00         0.7406967006E+00         0.1354411756E+01
.1201092E+07    .1250375E+14    .2159798E+32    .3684056E+34        -0.3001321271E+00         0.7407203450E+00         0.1354371940E+01
.1201184E+07    .1234756E+14    .2124330E+32    .3684076E+34        -0.3001001938E+00         0.7407439990E+00         0.1354332053E+01
.1201275E+07    .1219137E+14    .2088976E+32    .3684097E+34        -0.3000683622E+00         0.7407675784E+00         0.1354292176E+01
.1201366E+07    .1204184E+14    .2055242E+32    .3684116E+34        -0.3000377781E+00         0.7407902345E+00         0.1354252411E+01
.1201456E+07    .1189038E+14    .2021185E+32    .3684136E+34        -0.3000057956E+00         0.7408139272E+00         0.1354212948E+01
.1201547E+07    .1174176E+14    .1987882E+32    .3684155E+34        -0.2999745203E+00         0.7408370967E+00         0.1354173420E+01
.1201637E+07    .1159313E+14    .1954690E+32    .3684175E+34        -0.2999433497E+00         0.7408601895E+00         0.1354133901E+01
.1201727E+07    .1145099E+14    .1923056E+32    .3684193E+34        -0.2999126491E+00         0.7408829347E+00         0.1354094510E+01
.1201816E+07    .1130692E+14    .1891102E+32    .3684211E+34        -0.2998812754E+00         0.7409061793E+00         0.1354055430E+01
.1201906E+07    .1116551E+14    .1859851E+32    .3684229E+34        -0.2998505908E+00         0.7409289140E+00         0.1354016288E+01
.1201995E+07    .1102409E+14    .1828709E+32    .3684248E+34        -0.2998198661E+00         0.7409516792E+00         0.1353977157E+01
.1202084E+07    .1088897E+14    .1799061E+32    .3684265E+34        -0.2997893479E+00         0.7409742921E+00         0.1353938166E+01
.1202172E+07    .1075192E+14    .1769099E+32    .3684282E+34        -0.2997585071E+00         0.7409971446E+00         0.1353899495E+01
.1202260E+07    .1061737E+14    .1739792E+32    .3684299E+34        -0.2997283394E+00         0.7410194991E+00         0.1353860768E+01
.1202348E+07    .1048282E+14    .1710591E+32    .3684316E+34        -0.2996979217E+00         0.7410420396E+00         0.1353822049E+01
.1202435E+07    .1035437E+14    .1682821E+32    .3684332E+34        -0.2996678624E+00         0.7410643152E+00         0.1353783486E+01
.1202522E+07    .1022402E+14    .1654743E+32    .3684349E+34        -0.2996374707E+00         0.7410868377E+00         0.1353745249E+01
.1202609E+07    .1009600E+14    .1627275E+32    .3684365E+34        -0.2996077380E+00         0.7411088726E+00         0.1353706960E+01
.1202696E+07    .9967977E+13    .1599911E+32    .3684381E+34        -0.2995779372E+00         0.7411309585E+00         0.1353668679E+01
.1202782E+07    .9845880E+13    .1573914E+32    .3684396E+34        -0.2995482422E+00         0.7411529667E+00         0.1353630566E+01
.1202868E+07    .9721893E+13    .1547618E+32    .3684411E+34        -0.2995182045E+00         0.7411752296E+00         0.1353592787E+01
.1202954E+07    .9600095E+13    .1521888E+32    .3684426E+34        -0.2994888140E+00         0.7411970134E+00         0.1353554959E+01
.1203039E+07    .9478289E+13    .1496260E+32    .3684441E+34        -0.2994595395E+00         0.7412187119E+00         0.1353517139E+01
.1203125E+07    .9362226E+13    .1471938E+32    .3684455E+34        -0.2994306292E+00         0.7412401411E+00         0.1353479498E+01
.1203209E+07    .9244297E+13    .1447323E+32    .3684469E+34        -0.2994008366E+00         0.7412622249E+00         0.1353442198E+01
.1203293E+07    .9128419E+13    .1423236E+32    .3684483E+34        -0.2993716819E+00         0.7412838364E+00         0.1353404851E+01
.1203378E+07    .9012534E+13    .1399247E+32    .3684497E+34        -0.2993426464E+00         0.7413053603E+00         0.1353367513E+01
.1203462E+07    .8902208E+13    .1376503E+32    .3684511E+34        -0.2993151178E+00         0.7413257677E+00         0.1353330365E+01
.1203545E+07    .8790043E+13    .1353476E+32    .3684524E+34        -0.2992856335E+00         0.7413476255E+00         0.1353293562E+01
.1203628E+07    .8679799E+13    .1330939E+32    .3684537E+34        -0.2992565889E+00         0.7413691579E+00         0.1353256717E+01
.1203711E+07    .8569551E+13    .1308497E+32    .3684550E+34        -0.2992276669E+00         0.7413906001E+00         0.1353219879E+01
.1203793E+07    .8464678E+13    .1287240E+32    .3684563E+34        -0.2992002723E+00         0.7414109105E+00         0.1353183243E+01
.1203875E+07    .8357998E+13    .1265709E+32    .3684575E+34        -0.2991725243E+00         0.7414314835E+00         0.1353146955E+01
.1203957E+07    .8253119E+13    .1244634E+32    .3684588E+34        -0.2991439951E+00         0.7414526362E+00         0.1353110627E+01
.1204039E+07    .8148236E+13    .1223650E+32    .3684600E+34        -0.2991150356E+00         0.7414741086E+00         0.1353074308E+01
.1204120E+07    .8048548E+13    .1203793E+32    .3684612E+34        -0.2990876311E+00         0.7414944286E+00         0.1353038199E+01
.1204200E+07    .7947086E+13    .1183671E+32    .3684623E+34        -0.2990598613E+00         0.7415150201E+00         0.1353002442E+01
.1204281E+07    .7847314E+13    .1163973E+32    .3684635E+34        -0.2990326756E+00         0.7415351789E+00         0.1352966648E+01
.1204361E+07    .7747537E+13    .1144363E+32    .3684647E+34        -0.2990055245E+00         0.7415553127E+00         0.1352930862E+01
.1204441E+07    .7652778E+13    .1125822E+32    .3684657E+34        -0.2989779308E+00         0.7415757752E+00         0.1352895296E+01
.1204520E+07    .7556282E+13    .1107027E+32    .3684668E+34        -0.2989499579E+00         0.7415965195E+00         0.1352860084E+01
.1204599E+07    .7461370E+13    .1088625E+32    .3684679E+34        -0.2989225702E+00         0.7416168305E+00         0.1352824837E+01
.1204679E+07    .7366454E+13    .1070308E+32    .3684690E+34        -0.2988953086E+00         0.7416370484E+00         0.1352789598E+01
.1204757E+07    .7276380E+13    .1053005E+32    .3684700E+34        -0.2988695565E+00         0.7416561473E+00         0.1352754587E+01
.1204835E+07    .7184609E+13    .1035457E+32    .3684710E+34        -0.2988434402E+00         0.7416755169E+00         0.1352719932E+01
.1204913E+07    .7094323E+13    .1018274E+32    .3684720E+34        -0.2988162399E+00         0.7416956910E+00         0.1352685245E+01
.1204990E+07    .7004035E+13    .1001172E+32    .3684731E+34        -0.2987885532E+00         0.7417162264E+00         0.1352650565E+01
.1205067E+07    .6918414E+13    .9850315E+31    .3684740E+34        -0.2987624215E+00         0.7417356089E+00         0.1352616121E+01
.1205144E+07    .6831138E+13    .9686559E+31    .3684750E+34        -0.2987359101E+00         0.7417552736E+00         0.1352582033E+01
.1205220E+07    .6745256E+13    .9526192E+31    .3684759E+34        -0.2987099474E+00         0.7417745318E+00         0.1352547916E+01
.1205297E+07    .6659371E+13    .9366601E+31    .3684768E+34        -0.2986841103E+00         0.7417936974E+00         0.1352513806E+01
.1205372E+07    .6577984E+13    .9216095E+31    .3684777E+34        -0.2986597440E+00         0.7418117724E+00         0.1352479937E+01
.1205447E+07    .6494985E+13    .9063346E+31    .3684786E+34        -0.2986334058E+00         0.7418313106E+00         0.1352446426E+01
.1205522E+07    .6413293E+13    .8913743E+31    .3684795E+34        -0.2986067674E+00         0.7418510721E+00         0.1352412887E+01
.1205597E+07    .6331600E+13    .8764878E+31    .3684804E+34        -0.2985802607E+00         0.7418707364E+00         0.1352379355E+01
.1205671E+07    .6254238E+13    .8624598E+31    .3684812E+34        -0.2985552823E+00         0.7418892673E+00         0.1352346071E+01
.1205745E+07    .6175307E+13    .8482176E+31    .3684820E+34        -0.2985299227E+00         0.7419080816E+00         0.1352313144E+01
.1205819E+07    .6097604E+13    .8342672E+31    .3684829E+34        -0.2985050828E+00         0.7419265108E+00         0.1352280191E+01
.1205892E+07    .6019901E+13    .8203873E+31    .3684837E+34        -0.2984803682E+00         0.7419448474E+00         0.1352247244E+01
.1205965E+07    .5946364E+13    .8073173E+31    .3684845E+34        -0.2984570958E+00         0.7419621145E+00         0.1352214550E+01
.1206037E+07    .5871303E+13    .7940433E+31    .3684852E+34        -0.2984318528E+00         0.7419808441E+00         0.1352182212E+01
.1206110E+07    .5797397E+13    .7810401E+31    .3684860E+34        -0.2984060204E+00         0.7420000114E+00         0.1352149851E+01
.1206182E+07    .5723490E+13    .7681038E+31    .3684868E+34        -0.2983803209E+00         0.7420190807E+00         0.1352117496E+01
.1206253E+07    .5653589E+13    .7559309E+31    .3684875E+34        -0.2983561380E+00         0.7420370251E+00         0.1352085397E+01
.1206324E+07    .5582211E+13    .7435641E+31    .3684882E+34        -0.2983315699E+00         0.7420552557E+00         0.1352053653E+01
.1206395E+07    .5511918E+13    .7314484E+31    .3684889E+34        -0.2983075007E+00         0.7420731167E+00         0.1352021887E+01
.1206466E+07    .5441625E+13    .7193961E+31    .3684896E+34        -0.2982835575E+00         0.7420908845E+00         0.1351990127E+01
.1206536E+07    .5375180E+13    .7080626E+31    .3684903E+34        -0.2982610422E+00         0.7421075931E+00         0.1351958627E+01
.1206605E+07    .5307305E+13    .6965451E+31    .3684910E+34        -0.2982381614E+00         0.7421245733E+00         0.1351927480E+01
.1206675E+07    .5240450E+13    .6852605E+31    .3684917E+34        -0.2982151629E+00         0.7421416413E+00         0.1351896312E+01
.1206744E+07    .5173596E+13    .6740359E+31    .3684923E+34        -0.2981898258E+00         0.7421604452E+00         0.1351865151E+01
.1206813E+07    .5110435E+13    .6634873E+31    .3684930E+34        -0.2981660146E+00         0.7421781171E+00         0.1351834252E+01
.1206881E+07    .5045893E+13    .6527644E+31    .3684936E+34        -0.2981418099E+00         0.7421960815E+00         0.1351803702E+01
.1206949E+07    .4982311E+13    .6422574E+31    .3684942E+34        -0.2981180926E+00         0.7422136846E+00         0.1351773134E+01
.1207017E+07    .4918729E+13    .6318072E+31    .3684948E+34        -0.2980945035E+00         0.7422311930E+00         0.1351742572E+01
.1207084E+07    .4858691E+13    .6219920E+31    .3684954E+34        -0.2980723479E+00         0.7422476378E+00         0.1351712275E+01
.1207151E+07    .4797319E+13    .6120120E+31    .3684960E+34        -0.2980498201E+00         0.7422643591E+00         0.1351682324E+01
.1207217E+07    .4736850E+13    .6022322E+31    .3684966E+34        -0.2980277443E+00         0.7422807454E+00         0.1351652355E+01
.1207284E+07    .4676383E+13    .5925060E+31    .3684972E+34        -0.2980057895E+00         0.7422970422E+00         0.1351622393E+01
.1207350E+07    .4619313E+13    .5833757E+31    .3684977E+34        -0.2979851798E+00         0.7423123409E+00         0.1351592696E+01
.1207415E+07    .4560956E+13    .5740898E+31    .3684982E+34        -0.2979642188E+00         0.7423279006E+00         0.1351563342E+01
.1207480E+07    .4503451E+13    .5649896E+31    .3684988E+34        -0.2979412465E+00         0.7423449538E+00         0.1351533972E+01
.1207546E+07    .4445947E+13    .5559398E+31    .3684993E+34        -0.2979180600E+00         0.7423621664E+00         0.1351504608E+01
.1207610E+07    .4391698E+13    .5474486E+31    .3684998E+34        -0.2978963048E+00         0.7423783169E+00         0.1351475509E+01
